Ward Name,Street Name,Longitude,Latitude,Area (m²),Width (m),Length (m),Land Type,Legal Status,House Direction,Property Features,Price
Xã Hòa Phước,Đường Bờ Đằm 6,108.21265,15.970354,100.0,5.0,20.0,2,1,1.0,"['1', ' 6']",2250000000
Phường Hòa An,Đường Nguyễn Công Hoan,108.17764,16.046818,80.0,5.0,16.0,1,1,6.0,"['2', ' 3', ' 6']",2250000000
Phường Hòa An,Đường Nguyễn Công Hoan,108.17764,16.046818,80.0,5.0,16.0,1,1,6.0,['2'],2250000000
Phường Hòa Khánh Nam,Mẹ suốt,108.148796,16.053411,100.0,5.0,20.0,1,1,5.0,['3'],2270000000
Phường Hòa Khê,Đường Cù Chính Lan,108.18543,16.065361,100.0,5.0,20.0,1,1,5.0,['2'],2270000000
Phường An Hải Tây,Đường Nguyễn Công Trứ,108.230644,16.068424,62.0,4.0,15.0,1,1,4.0,['3'],2270000000
Phường An Hải Tây,Đường Nguyễn Công Trứ,108.230644,16.068424,62.0,4.1999,17.0,1,1,4.0,['3'],2270000000
Phường Hòa Khánh Nam,Mẹ suốt,108.148796,16.053411,100.0,5.0,20.0,1,1,5.0,['3'],2275000000
Phường Hòa An,Đường Trần Đình Nam,108.17498,16.043243,70.0,4.0,19.0,1,1,6.0,['3'],2280000000
Phường Thanh Bình,Đường Phan Kế Bính,108.21675,16.08242,53.0,4.8,12.0,1,1,1.0,['1'],2280000000
Phường Hòa Khánh Nam,Trà Na 4,108.148796,16.053411,99.0,5.0,19.7999,1,1,6.0,['1'],2280000000
Xã Hòa Phước,Đường Bờ Đằm 7,108.21216,15.970384,100.0,5.0,20.0,2,1,1.0,['1'],2280000000
Phường Thanh Khê Đông,Đường Kiệt nguyễn Tất Thành -Quận Thanh Khê -Đà nẵng,108.18586,16.068548,58.0998,4.0998,15.0,1,1,6.0,"['2', ' 3']",2289999999
Phường Hòa An,Đường Nguyễn Công Hoan,108.17764,16.046818,87.0,4.5,19.333333333333332,1,1,2.0,['3'],2290000000
Phường Thọ Quang,Đường Võ Duy Ninh,108.24848,16.092907,63.0,5.1999,12.0,1,1,7.0,['3'],2290000000
Phường Hòa Phát,Đường Tôn Đản,108.18559,16.039663,93.0,4.5,22.0,1,1,5.0,"['2', ' 3']",2290000000
Phường Thọ Quang,Đường Võ Duy Ninh,108.24848,16.092907,62.0,5.0,12.0,1,1,7.0,['3'],2290000000
Xã Hòa Liên,Đt 601,108.08358,16.087358,187.0,5.0,40.0,1,1,6.0,['3'],2300000000
Phường Khuê Trung,Đường Trần Huy Liệu,108.204956,16.020376,75.0,5.0,15.0,1,1,7.0,"['2', ' 3']",2300000000
Phường Hòa Hiệp Nam,Đường 5m5 Tái Định Cư Hoà Hiệp Nam - Liên Chiểu,108.13694,16.099676,100.0,5.0,20.0,2,1,7.0,['1'],2300000000
Phường Tân Chính,Thái Thị Bôi,108.21032,16.069942,51.0,4.5,11.333333333333334,1,1,6.0,"['2', ' 3']",2300000000
Phường Hòa Hiệp Nam,Đường Mê Linh,108.12595,16.09171,100.0,5.0,20.0,2,1,5.0,['1'],2300000000
Xã Hòa Bắc,DT601,107.982796,16.117985,309.0,10.0,40.46999999999999,4,1,4.0,['1'],2300000000
Phường Chính Gián,Thái Thị Bôi,108.19654,16.068388,50.0,4.9,10.1,1,1,4.0,['3'],2300000000
Phường Hòa An,Đường Đoàn Hữu Trưng,108.17977,16.04783,100.0,5.0,20.0,1,1,3.0,['3'],2300000000
Phường Hải Châu  I,trưng nữ vương,108.22144,16.071089,58.0,5.0,11.6,1,1,1.0,['3'],2300000000
Phường An Hải Tây,Đường Nguyễn Công Trứ,108.230644,16.068424,62.0,4.0999,15.0,1,1,4.0,['3'],2330000000
Phường Hòa Phát,Đường Tôn Đản,108.188866,16.024868,72.0,6.0,14.0,1,1,4.0,['1'],2340000000
Phường Hòa Thuận Tây,Đường Trưng Nữ Vương ,108.20958,16.046694,58.0,5.0,11.6,1,1,2.0,['3'],2350000000
Phường Hòa Khánh Nam,Mẹ Suốt,108.148796,16.053411,88.5998,4.6999,18.851422370688738,1,1,7.0,"['2', ' 3']",2350000000
Phường Hoà Quý,Không Tên,108.23342,15.982958,100.0,5.0,20.0,2,2,1.0,"['1', ' 6']",2350000000
Phường Thạc Gián,Đường Phan Thanh,108.208755,16.063013,55.0,5.0,11.0,1,1,3.0,['3'],2350000000
Phường Hòa Khê,Đường Cù Chính Lan,108.18543,16.065361,98.0,5.8,17.0,1,1,5.0,"['3', ' 6']",2350000000
Phường Hòa Thọ Tây,Đường Tôn Đản,108.18984,16.016174,126.0,10.0,9.0,1,1,7.0,"['2', ' 3']",2350000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,81.5,8.0,10.8,1,1,3.0,['1'],2350000000
Phường Hòa Minh,Đường Tô Hiệu,108.16584,16.063051,121.0,5.0,22.0,1,1,7.0,['2'],2350000000
Phường Khuê Mỹ,Đường Nguyễn Đình Chiểu,108.24513,16.027998,61.0,8.0,7.625,1,1,5.0,['3'],2350000000
Xã Hòa Phước,Bờ Đàm 11,108.21106,15.966055,100.0,5.0,20.0,2,1,2.0,['1'],2350000000
Phường Hòa Hiệp Nam,Thạch Sơn 7,108.124214,16.093658,100.0,5.0,20.0,1,1,8.0,"['1', ' 6']",2360000000
Phường Hòa Hiệp Nam,Thạch Sơn 7,108.124214,16.093658,100.0,5.0,20.0,1,1,8.0,"['1', ' 6']",2360000000
Phường Hòa Khánh Bắc,Đường Âu Cơ,108.14806,16.070679,100.0,5.0,20.0,1,1,7.0,['1'],2370000000
Phường Hòa Thọ Tây,Đường Tôn Đản,108.18984,16.016174,80.0,4.5999,17.3999,1,1,5.0,['1'],2380000000
Phường Hòa Hiệp Nam,Thạch Sơn 7,108.124214,16.093658,100.0,5.0,20.0,1,1,1.0,['1'],2380000000
Phường Hòa Khê,Đường Cù Chính Lan,108.18543,16.065361,100.0,5.0,20.0,1,1,5.0,['3'],2380000000
Phường Thanh Khê Đông,Đường Nguyễn Tất Thành,108.18109,16.07489,58.0,5.0,11.6,1,1,4.0,['3'],2390000000
Phường Thanh Khê Đông,Đường Nguyễn Tất Thành,108.18109,16.07489,60.0,4.0,15.0,1,1,6.0,['2'],2390000000
Phường Hòa Khánh Nam,Bộ Đội Trinh Sát,108.148796,16.053411,100.0,5.0,20.0,1,1,7.0,['3'],2390000000
Phường Thanh Khê Đông,Đường Kiệt 02 Hà Khê,108.18207,16.074404,58.0,5.0,11.6,1,1,2.0,"['2', ' 3']",2390000000
Phường Hòa Khánh Bắc,Đường Thanh Vinh 8,108.12398,16.075787,175.0,7.0,25.0,1,1,8.0,['1'],2400000000
Phường Hòa Hiệp Nam,Đường Bắc Thượng 2,108.12213,16.102625,95.0,5.0,19.0,1,1,1.0,['3'],2400000000
Phường Hoà Hải,Đường Huỳnh Bá Chánh,108.255486,15.988267,70.5,10.0,5.035714285714286,1,1,6.0,"['2', ' 6']",2400000000
Phường Hòa Hiệp Nam,Đường Nguyễn Thành Long,108.12535,16.094988,100.0,5.0,20.0,1,1,8.0,['1'],2400000000
Phường Hòa Khê,Đường Huỳnh Ngọc Huệ,108.18473,16.062109,70.0,5.4,14.0,1,1,7.0,['3'],2430000000
Phường Hòa Hiệp Nam,Đường Đào Ngọc Chua,108.117775,16.100424,95.0,5.0,19.0,1,1,6.0,['1'],2440000000
Phường Nam Dương,Đường Hoàng Diệu,108.21702,16.060402,55.0,5.0,11.0,1,1,8.0,['3'],2450000000
Phường Hòa Hiệp Nam,Gia Tròn 2,108.13694,16.099676,85.0,5.0,17.0,2,1,3.0,['2'],2450000000
Phường Hoà Hải,Kiệt 203 Nguyễn Duy Trinh,108.26741,15.986558,90.0,5.0,18.0,1,1,6.0,['1'],2450000000
Phường Hòa Thọ Đông,Đường Cẩm Bắc 6,108.19593,16.018711,100.0,5.0,20.0,2,1,8.0,['2'],2450000000
Phường Mân Thái,Đường Ngô Quyền,108.24073,16.086813,63.0,4.5,14.0,1,1,8.0,['3'],2450000000
Phường Hoà Hải,khu số 3 điện ngọc,108.26741,15.986558,150.0,6.0,25.0,2,1,7.0,['2'],2450000000
Phường Hòa Hiệp Nam,Đường Bắc Thượng 2,108.12213,16.102625,98.0,5.0,19.0,1,1,7.0,['3'],2450000000
Phường Hoà Quý,Đường Bá Giáng 9,108.236435,15.985161,100.0,5.0,20.0,2,1,6.0,['1'],2470000000
Phường Hoà Quý,Đường Bá Giáng 9,108.236435,15.985161,100.0,5.0,20.0,2,1,6.0,['1'],2480000000
Phường Hòa Hiệp Nam,đường golden Hills,108.13694,16.099676,125.0,5.0,25.0,2,1,6.0,['2'],2480000000
Phường Hòa An,Đường Tôn Đản,108.183365,16.04226,112.0,4.0,28.0,1,1,6.0,['2'],2490000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,1,1,8.0,['1'],2490000000
Phường Hòa Xuân,Đường Cổ Mân Lan 1,108.215164,15.984298,90.0,5.0,18.0,1,1,3.0,['1'],2490000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,1,1,6.0,['1'],2490000000
Phường Thanh Khê Đông,Đường Nguyễn Đức Trung,108.188194,16.068968,51.0,5.0,10.2,1,1,2.0,['3'],2490000000
Phường Tam Thuận,Đường Đinh Tiên Hoàng,108.21185,16.075148,90.0,4.5,20.0,1,1,5.0,['3'],2499000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,1,1,4.0,['1'],2499999999
Phường Hòa Xuân,Đường Nhân Hòa 4,108.2097,15.982099,100.0,5.0,20.0,1,1,4.0,['3'],2500000000
Xã Hòa Bắc,Đường Bê Tông Oto,107.982796,16.117985,309.0,10.0,40.46999999999999,1,1,7.0,"['3', ' 2', ' 5']",2500000000
Phường Khuê Mỹ,Đường Lê Văn Hiến,108.25057,16.023203,61.0,5.0,12.2,1,1,1.0,['3'],2500000000
Phường Hòa Khánh Bắc,Đường 532 Hoa Khánh Bắc,108.13694,16.077059,100.0,5.0,20.0,2,1,7.0,['2'],2500000000
Phường Hoà Quý,Ban ban 9,108.23342,15.982958,100.0,5.0,20.0,1,1,7.0,['1'],2500000000
Phường Hòa Thọ Tây,"Đường 10,5 m",108.17548,16.0087,91.8,5.0,18.36,1,1,4.0,['3'],2500000000
Phường Hòa Phát,Vũ Lăng,108.172516,16.028736,100.0,5.0,20.0,1,1,6.0,['1'],2500000000
Phường Thọ Quang,Đường Trần Quang Khải,108.25199,16.102959,90.0,6.5,14.0,1,1,8.0,['3'],2500000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,1,1,4.0,['1'],2500000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,1,1,7.0,['3'],2500000000
Phường Hòa Cường Bắc,Núi Thành,108.22192,16.039656,50.0,5.0,10.0,1,1,4.0,['3'],2500000000
Phường Hòa Khê,Đường Huỳnh Ngọc Huệ,108.18473,16.062109,70.0,5.3,13.20754716981132,1,1,7.0,['2'],2500000000
Phường Chính Gián,Đường Lê Duẩn,108.2069,16.066433,55.0,8.0,6.875,1,1,8.0,['6'],2500000000
Phường Hòa Khánh Nam,Đường Đà Sơn 4,108.15598,16.048725,100.0,5.0,20.0,1,1,8.0,"['1', ' 6']",2500000000
Phường Hòa Thọ Tây,Đường Tôn Đản,108.18984,16.016174,89.0,5.0,18.0,1,1,5.0,['1'],2500000000
Phường Thạch Thang,Đường Ba Đình,108.218605,16.076185,50.0,4.0,12.5,1,1,5.0,['3'],2500000000
Phường Thanh Bình,Đường Đinh Tiên Hoàng,108.20929,16.076122,90.0,4.5,20.0,1,1,5.0,['3'],2500000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,1,1,3.0,['3'],2500000000
Phường Hoà Hải,Đường Nguyễn Tuyển,108.2473,15.983773,90.0,5.0,18.0,1,1,3.0,['1'],2550000000
Phường Hòa Hiệp Nam,Đường Hàm Trung 9,108.1338,16.099236,100.0,5.0,20.0,1,1,7.0,['1'],2550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,166.0,7.0,23.0,1,1,6.0,['1'],2550000000
Phường Hòa Khánh Nam,Đường Đà Sơn 4,108.15598,16.048725,101.0,5.0,20.2,1,1,8.0,"['1', ' 6']",2550000000
Phường Hòa Phát,Đường Trường Chinh,108.19334,16.017275,71.0,5.0,14.0,1,1,2.0,['1'],2550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,166.0,7.0,23.714285714285715,1,1,8.0,['3'],2550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,166.0,7.0,23.0,1,1,2.0,['3'],2550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,166.0,7.0,23.0,1,1,1.0,['3'],2550000000
Phường Hòa Khánh Bắc,Đường Thanh Vinh 8,108.12398,16.075787,175.0,7.0,25.0,1,1,4.0,"['1', ' 6']",2550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,166.0,7.0,23.714285714285715,1,1,1.0,['3'],2550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,166.0,7.0,23.0,1,1,6.0,['3'],2550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,166.0,7.0,23.0,1,1,8.0,['3'],2550000000
Phường Hoà Quý,Đường Ban Ban 1,108.23041,15.986218,100.0,5.0,20.0,1,1,2.0,['3'],2550000000
Phường Hoà Hải,7m5,108.26741,15.986558,121.0,6.0,22.0,1,1,2.0,['1'],2550000000
Phường Hòa Hiệp Nam,Đường Trần Văn Quế,108.12539,16.09272,100.0,5.0,20.0,2,1,7.0,['1'],2550000000
Phường Hòa Khánh Bắc,Đường Thanh Vinh 8,108.12398,16.075787,175.0,7.0,25.0,1,1,4.0,"['1', ' 6']",2550000000
Phường Hòa Hiệp Nam,Đường Mai Văn Ngọc,108.136345,16.096815,105.0,5.0,21.0,1,1,5.0,['3'],2550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,166.0,7.0,23.0,1,1,7.0,['1'],2550000000
Phường Hòa Khánh Nam,Đường Đà Sơn,108.15647,16.04875,97.0,5.0,19.2,1,1,8.0,['1'],2579000000
Xã Hòa Châu,Đường Cao Bá Đạt,108.200714,15.995761,80.0,5.0,16.0,1,1,4.0,['1'],2580000000
Phường Hòa Xuân,Cao Bá Đạt,108.219955,16.001999,80.0,5.0,16.0,1,1,4.0,['1'],2580000000
Phường Hòa Cường Nam,Đường 2 Tháng 9,108.22388,16.03502,54.0,4.5,12.0,1,1,1.0,['3'],2580000000
Phường Hoà Hải,Đường Lê Thiện Trị,108.25017,15.978583,81.3,5.0,16.259999999999998,1,1,8.0,['1'],2590000000
Phường Hòa Khánh Bắc,Đường Nguyễn Lương Bằng,108.14428,16.08689,71.0,5.0,16.0,1,1,7.0,['2'],2590000000
Phường Mân Thái,KIỆT TRẦN DUY CHIẾN,108.24665,16.087246,70.0,5.0,14.0,1,1,8.0,['3'],2590000000
Phường Khuê Mỹ,K20,108.25258,16.03022,96.1998,4.1999,22.90525964903926,1,1,8.0,['3'],2590000000
Phường An Hải Tây,Đường Ngô Quyền,108.23628,16.05494,61.0,6.0,10.166666666666666,1,1,5.0,['3'],2600000000
Phường Khuê Mỹ,Đường Lê Văn Hiến,108.25057,16.023203,61.2,3.0,20.2,1,1,3.0,"['2', ' 3']",2600000000
Phường Khuê Mỹ,Đường Lê Văn Hiến,108.25057,16.023203,71.0,3.0,23.666666666666668,1,1,2.0,['1'],2600000000
Phường Hòa Hiệp Nam,Đường Văn Thánh 3,108.135216,16.09674,105.0,5.0,21.0,1,1,7.0,['3'],2600000000
Phường Hòa Hiệp Nam,Đường ĐÀMThánh 4,108.13694,16.099676,100.0,5.0,20.0,1,1,4.0,['3'],2600000000
Xã Hòa Châu,Đường Quốc lộ 1,108.19277,15.99378,110.0,5.0,22.0,1,1,7.0,['1'],2600000000
Phường Thuận Phước,Đường Mai Lão Bạng,108.21774,16.084578,53.0,5.0,10.6,1,1,3.0,['2'],2600000000
Phường Hòa Khánh Bắc,Đường Âu Cơ,108.14806,16.070679,95.0,5.0,19.0,1,1,2.0,['3'],2600000000
Phường Khuê Mỹ,Kiệt 229 Nguyễn Đình Chiểu,108.25258,16.03022,61.0,8.5,7.176470588235294,1,1,1.0,['3'],2600000000
Phường Hòa Khánh Bắc,Đường Nguyễn Lương Bằng,108.14428,16.08689,71.0,5.0,14.0,1,1,7.0,['2'],2600000000
Phường Khuê Mỹ,Đường Lê Văn Hiến,108.25057,16.023203,61.0,3.0,20.3999,1,1,3.0,['2'],2600000000
Phường Hòa Hiệp Nam,Số 5,108.13014,16.09606,100.0,5.0,20.0,2,1,6.0,['1'],2600000000
Phường Khuê Mỹ,K20,108.25258,16.03022,96.0,4.1999,22.5,1,1,8.0,['2'],2600000000
Phường Hòa Minh,Mai Văn Ngọc,108.16955,16.065733,100.0,5.0,20.0,1,1,7.0,['3'],2600000000
Phường Hòa Hiệp Nam,Đường Trung Lập 10,108.12861,16.097141,100.0,5.0,20.0,2,1,5.0,['1'],2600000000
Phường Hòa Minh,Đường Trần Đình Tri,108.158394,16.084421,70.0,10.0,7.0,1,1,1.0,['3'],2600000000
Phường Hòa Hiệp Nam,Hòa Hiệp Nam,108.12993,16.11041,125.0,5.0,25.0,2,1,8.0,['1'],2600000000
Phường Hòa Hiệp Nam,Hòa Hiệp Nam,108.12993,16.11041,125.0,5.0,25.0,2,1,8.0,['1'],2600000000
Phường Hòa Hiệp Nam,Số 5,108.13014,16.09606,100.0,5.0,20.0,2,1,3.0,['1'],2600000000
Phường Thọ Quang,Đường Phan Bá Phiến,108.25057,16.091932,77.0,5.0,15.4,1,1,8.0,['3'],2600000000
Xã Hòa Châu,Đường Cao Bá Đạt,108.200714,15.995761,80.0,5.0,20.0,1,1,4.0,['1'],2620000000
Xã Hòa Châu,Đường Cao Bá Đạt,108.200714,15.995761,80.0,3.0,16.0,1,1,4.0,['1'],2620000000
Phường Hòa An,Đường Tôn Đản,108.183365,16.04226,110.0,4.0,22.0,1,1,6.0,['1'],2630000000
Phường Hòa Xuân,Đường Cổ Mân Lan 3,108.21625,15.9834385,90.0,5.0,18.0,1,1,3.0,['1'],2650000000
Phường Hòa Xuân,"Bán Đất Hoà Xuân, Cẩm Lệ, Đà Nẵng",108.219955,16.001999,100.0,5.0,20.0,1,1,1.0,['1'],2650000000
Phường Hòa Khánh Nam,xuân thiều 29,108.148796,16.053411,70.0,4.8,14.0,1,1,4.0,['1'],2650000000
Phường Hòa Hiệp Nam,Đường Trần Tấn,108.134125,16.101042,102.0,5.0,20.0,1,1,8.0,['3'],2650000000
Phường Hòa Xuân,Kiều phụng,108.21192,15.982758,100.0,5.0,20.0,2,1,2.0,['2'],2650000000
Phường Hoà Hải,Đường Huỳnh Lắm,108.25362,15.977983,91.0,5.0,18.2999,1,1,6.0,['1'],2650000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,2,1,8.0,['1'],2650000000
Xã Hòa Phước,Đường Quốc lộ 1,108.20815,15.980089,123.0,9.1,14.0,1,1,7.0,['1'],2650000000
Xã Hòa Châu,Đường Cao Bá Đạt,108.200714,15.995761,80.0,5.0,16.0,1,1,4.0,['1'],2650000000
Phường Hòa Xuân,Kiều Sơn Đen,108.219955,16.001999,90.0,5.0,18.0,1,1,4.0,['1'],2650000000
Phường Hòa Khánh Bắc,Đường Âu Cơ,108.14806,16.070679,91.0,5.0,19.0,1,1,7.0,['1'],2650000000
Phường Hoà Hải,Đông Trà 2,108.254135,15.980919,100.0,5.0,20.0,2,1,1.0,['1'],2650000000
Phường Hòa Xuân,Đường Kiều Phụng,108.21192,15.982758,100.0,5.0,20.0,1,1,1.0,['1'],2650000000
Phường Hòa Xuân,Đường Kiều Phụng,108.21192,15.982758,100.0,5.0,20.0,1,1,1.0,['3'],2650000000
Phường Thọ Quang,Đường Thành Vinh 2,108.25455,16.104464,55.0,5.0,11.0,1,1,6.0,['2'],2650000000
Phường Hòa Hiệp Nam,Đường Đào Ngọc Chua,108.117775,16.100424,102.6998,5.0,20.53996,2,1,6.0,['2'],2650000000
Phường Hòa Xuân,Nguyễn Văn Tỵ,108.219955,16.001999,100.0,5.0,20.0,1,1,3.0,['1'],2650000000
Xã Hòa Châu,Đường Cao Bá Đạt,108.200714,15.995761,80.0,5.0,16.0,1,1,4.0,['3'],2650000000
Phường Hòa Khê,Đường Phạm Nhữ Tăng,108.189285,16.063534,57.0,5.0,11.4,1,1,6.0,['2'],2650000000
Phường Hoà Hải,Đường Đông Trà 2,108.254135,15.980919,100.0,5.0,20.0,1,1,1.0,['1'],2650000000
Phường Hoà Quý,Trần Đại Nghĩa,108.25671,15.98648,171.5,7.0,24.5,2,1,1.0,['1'],2650000000
Phường Hòa Hiệp Nam,Đường Mai Văn Ngọc,108.136345,16.096815,118.0,5.0,23.6,1,1,5.0,['1'],2650000000
Phường Hoà Quý,Bình kỳ,108.23342,15.982958,100.0,4.0998,25.0,1,1,1.0,['1'],2650000000
Phường Hòa Khánh Bắc,Mai Van Ngoc,108.13694,16.077059,97.0,5.0,19.4,2,1,5.0,['1'],2650000000
Phường Thọ Quang,Đường Thành Vinh 2,108.25455,16.104464,55.0,5.0,11.0,1,1,6.0,['2'],2650000000
Phường Hòa Minh,Đường Nguyễn Chánh,108.15076,16.084415,72.0,5.0,14.3999,1,1,8.0,"['2', ' 6']",2670000000
Phường Hòa Xuân,Đường Nguyễn Quang Lâm,108.21262,15.981222,97.5,5.0,19.5,2,1,2.0,['1'],2680000000
Phường Hoà Quý,Đường Hòa Bình 7,108.23228,15.98777,100.0,5.0,20.0,1,1,2.0,['1'],2680000000
Phường Thanh Khê Tây,Đường Nguyễn Văn Huề,108.17655,16.0691,100.0,5.0,20.0,1,1,7.0,['3'],2680000000
Phường Hoà Quý,Đường Nguyễn Quý Cảnh,108.228966,15.981864,100.0,5.0,20.0,1,1,6.0,['3'],2680000000
Phường Hoà Quý,Đinh Văn Nhiếp,108.23342,15.982958,100.0,5.0,20.0,1,1,4.0,['3'],2680000000
Phường Tam Thuận,Đường Nguyễn Tất Thành,108.20534,16.075209,63.0,5.0,12.6,1,1,4.0,['3'],2680000000
Phường Hoà Quý,Đường Hòa Bình 7,108.23228,15.98777,100.0,5.0,20.0,1,1,2.0,['3'],2680000000
Phường Thanh Khê Tây,Đường Dũng Sĩ Thanh Khê,108.17873,16.072056,64.0,4.0999,15.0,1,1,7.0,['2'],2690000000
Xã Hòa Châu,Đường Bàu Cầu 25,108.20208,15.990379,100.0,5.0,20.0,1,1,4.0,['1'],2690000000
Phường Hoà Quý,Đường Bá Giáng 11,108.2347,15.9876175,100.0,5.0,20.0,2,1,7.0,['1'],2700000000
Phường Hòa Khánh Bắc,Đường Thanh Vinh 4,108.13071,16.07442,196.0,7.0,28.0,1,1,5.0,['1'],2700000000
Phường Hoà Hải,Đường Nguyễn Tuyển,108.2473,15.983773,90.0,5.0,18.0,1,1,4.0,['3'],2700000000
Phường Hòa An,Đường Ngô Nhân Tịnh,108.176704,16.05176,70.5,4.5999,15.5,1,1,6.0,['1'],2700000000
Phường Hoà Quý,Đường Trung Hòa 5,108.232605,15.990925,100.0,5.0,20.0,1,1,3.0,['1'],2700000000
Phường Hoà Quý,Đường Mai Đăng Chơn,108.24111,15.986198,100.0,5.0,20.0,1,1,7.0,"['1', ' 2']",2700000000
Phường Hòa Hiệp Nam,Đường Trung Lập 12,108.1271,16.096186,100.0,5.0,20.0,2,1,6.0,['2'],2700000000
Phường Hòa An,Đường Ngô Nhâm Tịnh,108.17548,16.04826,70.5,4.5,16.0,1,1,6.0,['1'],2700000000
Phường Hòa Hiệp Nam,Đường Mê Linh,108.12952,16.09552,100.0,5.0,20.0,2,1,7.0,['2'],2700000000
Phường Hòa Cường Nam,Đường 2/9,108.224236,16.031948,63.0,4.0,15.6999,1,1,7.0,['3'],2700000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,25.0,1,1,8.0,['1'],2730000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,8.0,"['1', ' 6']",2730000000
Phường Hòa An,Đường Nguyễn Đình Tứ,108.17651,16.049858,70.5,4.78,15.0,1,1,7.0,['2'],2750000000
Phường Hòa Minh,Phước Lý 6,108.16955,16.065733,105.0,5.0,21.0,1,1,6.0,['3'],2750000000
Phường Hòa Xuân,Đường Liêm Lạc 18,108.21968,15.981585,115.0,5.0,23.0,1,1,1.0,['1'],2750000000
Phường Hòa Hiệp Nam,Đường Đào Công Soạn,108.13869,16.099403,85.0,5.0,17.0,2,1,5.0,['1'],2750000000
Phường Hòa Khánh Bắc,Đường Xuân Thiều,108.13694,16.077059,70.0,5.0,14.0,2,1,6.0,['1'],2750000000
Phường Nam Dương,Lê Đình Lý ,108.216255,16.060946,75.0,5.0,15.0,1,1,4.0,['3'],2750000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,8.0,"['1', ' 6']",2750000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,2.0,['3'],2750000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,8.0,"['1', ' 6']",2750000000
Phường Vĩnh Trung,Đường Lê Đình Lý,108.20979,16.05575,75.0,4.0998,18.293575296355918,1,1,4.0,['3'],2750000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,8.0,['1'],2750000000
Phường Bình Thuận,Đường Hoàng Diệu,108.217155,16.056286,59.0,5.0,11.8,1,1,8.0,['3'],2750000000
Phường Thọ Quang,Đường Võ Duy Ninh,108.24848,16.092907,61.0,4.5,14.0,1,1,8.0,['3'],2750000000
Phường Hòa An,Đường Nguyễn Đình Tứ,108.17651,16.049858,70.0,4.5,15.0,1,1,1.0,"['1', ' 2']",2750000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,8.0,['1'],2750000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,8.0,['1'],2750000000
Phường Hòa Hiệp Nam,Đường Mai Văn Ngọc,108.136345,16.096815,105.0,5.0,17.0,1,1,5.0,"['1', ' 6']",2750000000
Phường Hòa Khánh Bắc,Xuân Thiều 37,108.1463,16.09106,70.0,5.0,14.0,1,1,5.0,['1'],2750000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,8.0,['1'],2750000000
Phường Hòa Hiệp Nam,Trung Lập 18,108.13694,16.099676,125.0,5.0,25.0,2,1,3.0,['2'],2750000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,8.0,['3'],2750000000
Phường Hòa An,Đường Nguyễn Đình Tứ,108.17651,16.049858,71.0,4.5,15.0,1,1,6.0,['3'],2750000000
Phường Hòa Xuân,Đường Nhân Hòa 3,108.21068,15.982146,100.0,5.0,20.0,1,1,5.0,['3'],2750000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,6.0,['1'],2750000000
Phường Hòa Xuân,Đường Liêm Lạc 18,108.21968,15.981585,115.0,5.0,23.0,1,1,2.0,['3'],2750000000
